No,year,month,day,hour,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
505,2013,3,22,0,202,209,18,115,1700,2,3.4,1007.6,-0.1,0,ENE,0.8,Aotizhongxin
506,2013,3,22,1,172,179,18,101,1600,3,1.7,1008.7,-0.1,0,NE,0.6,Aotizhongxin
507,2013,3,22,2,160,168,20,95,1399,2,1.1,1009.5,-0.4,0,NE,1.1,Aotizhongxin
508,2013,3,22,3,117,170,30,87,1200,2,2.4,1010.1,-5.3,0,NE,2,Aotizhongxin
509,2013,3,22,4,160,170,24,95,1200,14,4.4,1010.7,-11.3,0,NNE,2,Aotizhongxin
510,2013,3,22,5,65,171,24,51,900,32,4,1011.6,-11.6,0,NE,2,Aotizhongxin
511,2013,3,22,6,18,168,12,43,500,36,2.7,1012.9,-8.4,0,ENE,0.9,Aotizhongxin
512,2013,3,22,7,26,33,18,68,700,14,5.8,1013.9,-7.8,0,ENE,1.4,Aotizhongxin
513,2013,3,22,8,10,15,24,66,600,19,7.6,1014.8,-9.3,0,ENE,2.3,Aotizhongxin
514,2013,3,22,9,146,152,28,94,600,38,8.6,1014.8,-9.9,0,SE,1.5,Aotizhongxin
515,2013,3,22,10,142,147,27,93,600,43,8.1,1014.4,-4.1,0,SW,4.4,Aotizhongxin
516,2013,3,22,11,137,143,27,91,700,48,8.7,1013.7,-5.6,0,S,2.8,Aotizhongxin
517,2013,3,22,12,63,157,51,57,1200,39,9.2,1012.5,-3.7,0,WSW,5,Aotizhongxin
518,2013,3,22,13,56,130,41,48,1000,48,9.8,1011.9,-1.3,0,SW,3.9,Aotizhongxin
519,2013,3,22,14,75,176,31,52,1200,56,10,1011.1,-2,0,SW,4.2,Aotizhongxin
520,2013,3,22,15,83,196,31,47,1100,64,9.6,1010.6,-2.1,0,SSW,4.6,Aotizhongxin
521,2013,3,22,16,66,181,29,44,900,66,9.3,1010.2,-2,0,SSW,2.9,Aotizhongxin
522,2013,3,22,17,78,170,30,46,900,66,8.9,1010.3,-2.4,0,SSW,3.9,Aotizhongxin
523,2013,3,22,18,76,157,29,47,900,66,8.1,1010.7,-3.4,0,SSW,3,Aotizhongxin
524,2013,3,22,19,68,136,26,54,900,59,7.8,1011,-3.7,0,S,2.7,Aotizhongxin
525,2013,3,22,20,66,119,24,69,800,42,7.1,1011.8,-3.8,0,SSE,3.3,Aotizhongxin
526,2013,3,22,21,64,118,24,69,800,31,5.6,1011.7,-3.8,0,S,2.1,Aotizhongxin
527,2013,3,22,22,59,100,23,68,900,22,4.3,1011.8,-3.5,0,SSE,1.9,Aotizhongxin
528,2013,3,22,23,61,105,16,89,1200,2,3.1,1011.1,-3.3,0,SE,1.9,Aotizhongxin
529,2013,3,23,0,64,93,15,85,1500,2,2.7,1010.7,-3,0,SSE,1.7,Aotizhongxin
530,2013,3,23,1,60,81,13,80,1399,4,2.2,1009.8,-2.7,0,SSE,2.1,Aotizhongxin
531,2013,3,23,2,51,76,13,84,1300,2,2,1009.1,-2.7,0,SSW,0.9,Aotizhongxin
532,2013,3,23,3,51,70,12,85,NA,NA,1.5,1008.5,-2.5,0,WNW,0.6,Aotizhongxin
533,2013,3,23,4,44,71,10,85,NA,2,0.8,1007.7,-2.3,0,N,1.3,Aotizhongxin
534,2013,3,23,5,44,71,10,76,NA,2,0.8,1007.5,-2.1,0,NE,1.1,Aotizhongxin
535,2013,3,23,6,51,69,8,70,NA,2,1,1007.4,-1.9,0,NNE,1.5,Aotizhongxin
536,2013,3,23,7,53,71,8,65,NA,2,1.8,1006.4,-3.1,0,SSW,2.1,Aotizhongxin
537,2013,3,23,8,62,75,12,65,NA,2,3.4,1005.3,-4.6,0,ESE,2.3,Aotizhongxin
538,2013,3,23,9,78,105,32,69,NA,2,4.5,1005.4,-5,0,NE,1.5,Aotizhongxin
539,2013,3,23,10,79,104,70,72,NA,10,4.2,1005.2,-4.5,0,NNE,1.9,Aotizhongxin
540,2013,3,23,11,80,111,83,70,NA,17,5,1004.8,-4.6,0,NE,4.1,Aotizhongxin
541,2013,3,23,12,81,111,76,66,NA,22,5.1,1004.4,-5,0,N,0.9,Aotizhongxin
542,2013,3,23,13,77,110,78,70,NA,24,7.4,1003.8,-3.8,0,ENE,0.8,Aotizhongxin
543,2013,3,23,14,84,105,74,70,NA,25,10.3,1003.4,-3.1,0,ENE,2.3,Aotizhongxin
544,2013,3,23,15,89,132,75,72,NA,27,10.6,1004.8,-3.5,0,NE,1.3,Aotizhongxin
545,2013,3,23,16,86,165,67,72,NA,29,11.9,1006,-7.5,0,NNW,8.3,Aotizhongxin
546,2013,3,23,17,63,234,33,46,NA,51,9,1008.2,-8.6,0,NNE,3.7,Aotizhongxin
547,2013,3,23,18,18,114,7,12,NA,75,7.1,1010.5,-10.2,0,NNE,4.1,Aotizhongxin
548,2013,3,23,19,14,56,4,16,NA,70,6,1012.8,-12.6,0,NNE,4.3,Aotizhongxin
549,2013,3,23,20,14,40,4,16,NA,73,5.2,1014.4,-12.8,0,NNE,2.3,Aotizhongxin
550,2013,3,23,21,11,30,3,13,NA,78,4.6,1015.3,-15.3,0,NNE,3.9,Aotizhongxin
551,2013,3,23,22,7,16,3,12,NA,78,3.9,1016,-14.9,0,NNE,2.8,Aotizhongxin
552,2013,3,23,23,5,18,3,12,NA,76,3.5,1016.7,-14.7,0,NE,2.1,Aotizhongxin
553,2013,3,24,0,6,14,3,11,NA,75,2.7,1017.3,-14,0,NNE,2.2,Aotizhongxin
554,2013,3,24,1,8,31,7,25,NA,57,2,1017.6,-13.4,0,NNE,2.4,Aotizhongxin
555,2013,3,24,2,10,24,6,27,NA,53,2,1017.7,-14.2,0,NNE,3.4,Aotizhongxin
556,2013,3,24,3,11,22,6,31,NA,46,1.6,1017.5,-14.1,0,NNE,3.3,Aotizhongxin
557,2013,3,24,4,13,25,7,37,NA,41,1.5,1017.7,-14.6,0,N,4.4,Aotizhongxin
558,2013,3,24,5,13,25,7,37,NA,36,1,1018.4,-13.9,0,NNE,2.8,Aotizhongxin
559,2013,3,24,6,18,36,7,52,NA,26,1.1,1018.7,-13.8,0,NNE,2.2,Aotizhongxin
560,2013,3,24,7,11,15,10,40,NA,39,2.8,1019.3,-14.4,0,N,2.3,Aotizhongxin
561,2013,3,24,8,14,26,10,38,NA,45,4.3,1019.5,-15.1,0,NNE,3.1,Aotizhongxin
562,2013,3,24,9,14,19,12,24,NA,56,5.6,1019.5,-16.3,0,NNW,3.9,Aotizhongxin
563,2013,3,24,10,3,10,11,16,NA,67,5.9,1019,-16,0,NNW,3,Aotizhongxin
564,2013,3,24,11,11,13,11,16,NA,70,7.5,1017.8,-15.4,0,NNW,2.7,Aotizhongxin
565,2013,3,24,12,10,12,13,15,NA,71,8.8,1016.3,-15,0,ENE,1.8,Aotizhongxin
566,2013,3,24,13,3,8,12,12,NA,76,9.7,1014.8,-12.2,0,W,2.7,Aotizhongxin
567,2013,3,24,14,4,8,10,12,NA,78,10.4,1013.6,-15.2,0,N,2,Aotizhongxin
568,2013,3,24,15,3,10,10,12,NA,81,10.6,1012.9,-12.1,0,SSW,1.9,Aotizhongxin
569,2013,3,24,16,9,16,11,13,NA,81,9.5,1012.7,-12.4,0,WSW,3.4,Aotizhongxin
570,2013,3,24,17,14,24,10,24,NA,73,7.9,1012.6,-11.5,0,WSW,3.7,Aotizhongxin
571,2013,3,24,18,23,48,10,41,NA,61,6.9,1013.1,-10.8,0,SW,4,Aotizhongxin
572,2013,3,24,19,32,74,11,62,NA,49.266,6.3,1014,-10,0,SW,3.3,Aotizhongxin
573,2013,3,24,20,43,101,19,67,NA,36.6282,5.9,1014.5,-10,0,SW,2.4,Aotizhongxin
574,2013,3,24,21,56,120,32,76,NA,26.775,5.2,1014.7,-9.4,0,WSW,2.2,Aotizhongxin
575,2013,3,24,22,61,114,29,86,NA,18.6354,2.6,1015.2,-8.2,0,WSW,1.1,Aotizhongxin
576,2013,3,24,23,55,108,29,78,NA,23,0.9,1015.8,-7.6,0,NW,0.4,Aotizhongxin
577,2013,3,25,0,56,108,30,79,NA,7.2828,0.3,1016.2,-4.3,0,E,0.4,Aotizhongxin
578,2013,3,25,1,66,121,51,99,NA,0.6426,-0.3,1016.4,-6.3,0,SE,1.1,Aotizhongxin
579,2013,3,25,2,73,121,42,105,NA,NA,0.5,1017,-6.8,0,NNE,1.3,Aotizhongxin
580,2013,3,25,3,79,140,26,95,NA,NA,0.3,1017.4,-5.1,0,NE,1.2,Aotizhongxin
581,2013,3,25,4,80,136,18,92,NA,NA,-0.6,1017.7,-4.5,0,NNE,1.3,Aotizhongxin
582,2013,3,25,5,71,113,10,87,NA,NA,-1.1,1018.1,-4.8,0,NE,1.7,Aotizhongxin
583,2013,3,25,6,71,95,8,83,NA,NA,-0.9,1018.1,-4.6,0,NNE,1.5,Aotizhongxin
584,2013,3,25,7,77,101,8,83,NA,NA,0.8,1018.5,-4.6,0,NE,1.9,Aotizhongxin
585,2013,3,25,8,108,166,58,83,NA,NA,2.7,1018.6,-4.8,0,ESE,0.6,Aotizhongxin
586,2013,3,25,9,120,166,150,85,NA,4.0698,4.3,1018.4,-5,0,E,2,Aotizhongxin
587,2013,3,25,10,121,160,129,94,NA,7.2828,6.5,1017.4,-5.2,0,ESE,1.1,Aotizhongxin
588,2013,3,25,11,110,136,89,88,NA,21.6342,7.8,1016.8,-5,0,ESE,1.9,Aotizhongxin
589,2013,3,25,12,111,124,73,85,NA,32.7726,9.2,1015.5,-5.5,0,SSE,2.3,Aotizhongxin
590,2013,3,25,13,119,142,69,100,NA,32.9868,10,1014.5,-5.6,0,S,3.1,Aotizhongxin
591,2013,3,25,14,124,168,60,102,NA,43.2684,10.6,1013.5,-5.4,0,SW,1.9,Aotizhongxin
592,2013,3,25,15,133,165,56,88,NA,65.7594,10.8,1013,-5.7,0,SSW,3,Aotizhongxin
593,2013,3,25,16,118,147,47,61,1300,82,10.3,1012.5,-6.1,0,SW,4.5,Aotizhongxin
594,2013,3,25,17,109,140,47,63,1100,76,9.8,1012.5,-6.1,0,WSW,3.6,Aotizhongxin
595,2013,3,25,18,113,163,42,63,1100,78,9.2,1012.6,-5.1,0,SSW,1.9,Aotizhongxin
596,2013,3,25,19,123,174,50,79,1200,61,8.9,1012.7,-6.5,0,SSW,2.9,Aotizhongxin
597,2013,3,25,20,146,203,61,108,1399,40,8.5,1013.1,-6.9,0,SSW,3.4,Aotizhongxin
598,2013,3,25,21,117,162,46,98,1200,38,7.9,1012.6,-7,0,SSW,2.2,Aotizhongxin
599,2013,3,25,22,109,151,44,94,1200,33,5.4,1012.2,-4.5,0,W,0.8,Aotizhongxin
600,2013,3,25,23,100,138,46,80,1100,34,2.7,1011.9,-3.6,0,WNW,0.4,Aotizhongxin
601,2013,3,26,0,101,161,45,102,1000,16,1.7,1011.8,-1.9,0,NW,0.7,Aotizhongxin
602,2013,3,26,1,100,166,49,108,1000,7,1.1,1011.4,-2.3,0,W,0.4,Aotizhongxin
603,2013,3,26,2,105,168,50,113,1200,2,0.2,1011.1,-3.4,0,SSW,0.5,Aotizhongxin
604,2013,3,26,3,131,200,71,108,NA,NA,-0.3,1010.5,-2.8,0,SSW,0.1,Aotizhongxin
605,2013,3,26,4,172,223,79,109,1399,2,-0.4,1010.5,-2.3,0,NE,0.9,Aotizhongxin
606,2013,3,26,5,190,260,66,95,1600,2,-0.2,1010.5,-2.4,0,ENE,0.8,Aotizhongxin
607,2013,3,26,6,190,243,48,85,1500,2,1.1,1011.2,-2.7,0,NE,1.2,Aotizhongxin
608,2013,3,26,7,182,219,23,71,1500,2,3.2,1010.6,-3.8,0,NE,1.4,Aotizhongxin
609,2013,3,26,8,185,237,50,102,2500,2,4.8,1010.3,-2.5,0,NE,1.2,Aotizhongxin
610,2013,3,26,9,194,279,76,118,2899,2,6.6,1010.1,-3.9,0,WSW,0.8,Aotizhongxin
611,2013,3,26,10,209,292,84,122,2600,2,8.2,1009.5,-4,0,SW,0.8,Aotizhongxin
612,2013,3,26,11,209,264,76,104,1800,6,9.7,1008.6,-0.2,0,SW,2.6,Aotizhongxin
613,2013,3,26,12,220,256,76,95,1500,17,10.7,1007.6,-0.2,0,SSE,2.7,Aotizhongxin
614,2013,3,26,13,223,256,78,90,1399,28,11.8,1006.3,0.5,0,SSW,2.9,Aotizhongxin
615,2013,3,26,14,214,241,73,85,1300,39,12.3,1005.3,-0.3,0,SW,5.4,Aotizhongxin
616,2013,3,26,15,200,240,92,85,1399,47,12.8,1004.3,0.2,0,SW,4.3,Aotizhongxin
617,2013,3,26,16,209,282,101,93,1500,43,12.9,1003.4,0.3,0,SSW,3.1,Aotizhongxin
618,2013,3,26,17,199,274,112,107,1600,29,12.5,1003.6,0.6,0,SW,3.8,Aotizhongxin
619,2013,3,26,18,204,277,123,116,1899,20,11.8,1003.7,1.4,0,SSW,1.2,Aotizhongxin
620,2013,3,26,19,204,277,123,116,NA,10.4958,11.4,1004.1,2.1,0,S,1.3,Aotizhongxin
621,2013,3,26,20,226,302,99,139,2299,2,10.3,1005,0.9,0,NNW,2.1,Aotizhongxin
622,2013,3,26,21,222,298,87,137,2399,2,7.7,1004.5,2.4,0,ESE,0.1,Aotizhongxin
623,2013,3,26,22,229,326,66,132,2399,2,6.2,1004.2,1.9,0,NNE,0.5,Aotizhongxin
624,2013,3,26,23,181,291,55,119,1700,2,7.1,1003.5,3.3,0,SSW,1.1,Aotizhongxin
625,2013,3,27,0,143,230,44,86,1100,2,8,1002.9,3.8,0,SSW,1.5,Aotizhongxin
626,2013,3,27,1,131,212,34,67,900,8,7.3,1002.8,3.9,0,SW,1.9,Aotizhongxin
627,2013,3,27,2,128,187,35,55,900,11,6.1,1002.2,3.6,0,SSW,1,Aotizhongxin
628,2013,3,27,3,129,163,NA,54,NA,NA,4.3,1001.7,3,0,W,0.8,Aotizhongxin
629,2013,3,27,4,135,161,NA,54,900,2,2.9,1001.5,1.9,0,W,0.9,Aotizhongxin
630,2013,3,27,5,135,153,NA,64,1000,2,2.8,1001.4,2.2,0,SSW,0.5,Aotizhongxin
631,2013,3,27,6,138,147,NA,63,1000,2,4.2,1003.3,1.1,0,NE,1.4,Aotizhongxin
632,2013,3,27,7,186,193,NA,66,1700,2,5.3,1004.2,2.1,0,NNE,1.6,Aotizhongxin
633,2013,3,27,8,221,319,NA,65,2399,2,7.6,1004.6,3.6,0,NE,2,Aotizhongxin
634,2013,3,27,9,159,216,NA,61,1500,2,10.6,1004.5,3.8,0,ENE,3.3,Aotizhongxin
635,2013,3,27,10,182,243,26,55,1399,7,14.5,1003.8,0,0,NE,2.5,Aotizhongxin
636,2013,3,27,11,186,206,53,58,1300,23,17.2,1003.3,-2,0,ENE,4.4,Aotizhongxin
637,2013,3,27,12,132,129,50,49,900,51,18.6,1003.2,-5.5,0,NNW,5.4,Aotizhongxin
638,2013,3,27,13,45,70,30,24,500,76,19.5,1002.8,-5.5,0,NW,3.3,Aotizhongxin
639,2013,3,27,14,45,70,30,24,300,89,18.9,1002.9,-6.7,0,N,5,Aotizhongxin
640,2013,3,27,15,14,34,11,12,400,92,18.2,1003.4,-8.1,0,N,5.8,Aotizhongxin
641,2013,3,27,16,13,49,8,12,NA,93.6054,17.2,1003.9,-10.6,0,N,4.4,Aotizhongxin
642,2013,3,27,17,14,42,7,13,400,90,14.5,1005.5,-12.7,0,NE,3.9,Aotizhongxin
643,2013,3,27,18,12,18,4,15,400,85,12.7,1007.2,-13.3,0,NNE,3.5,Aotizhongxin
644,2013,3,27,19,10,26,4,19,400,82,11.6,1009,-15.1,0,NE,4.2,Aotizhongxin
645,2013,3,27,20,11,21,4,25,400,75,10.9,1010.5,-14.8,0,NNE,2.7,Aotizhongxin
646,2013,3,27,21,12,21,4,34,500,66,10.4,1012.2,-15.2,0,NNE,3.2,Aotizhongxin
647,2013,3,27,22,9,20,4,28,400,69,9.7,1013,-15,0,NE,2.3,Aotizhongxin
648,2013,3,27,23,9,20,4,28,400,61,8.1,1014,-14.2,0,ENE,2.8,Aotizhongxin
649,2013,3,28,0,16,33,6,34,400,60,6.8,1014.4,-14.1,0,ENE,2.3,Aotizhongxin
650,2013,3,28,1,16,34,7,34,400,66,5.9,1014.7,-11.7,0,ENE,2,Aotizhongxin
651,2013,3,28,2,6,20,9,28,400,62,5.3,1014.8,-13.7,0,ENE,3,Aotizhongxin
652,2013,3,28,3,12,21,7,40,400,51,4.5,1014.8,-12.5,0,NE,2.1,Aotizhongxin
653,2013,3,28,4,12,22,8,40,400,52,4.3,1015.7,-13.6,0,NE,2,Aotizhongxin
654,2013,3,28,5,10,23,8,32,400,56,4.3,1016.3,-15.1,0,NE,2.3,Aotizhongxin
655,2013,3,28,6,13,22,17,38,400,48,4.6,1016.9,-14.8,0,E,1,Aotizhongxin
656,2013,3,28,7,8,18,14,39,400,48,5.4,1017.3,-15.8,0,NNE,2.1,Aotizhongxin
657,2013,3,28,8,13,32,13,53,500,38,6.8,1017.6,-15.9,0,NE,1.8,Aotizhongxin
658,2013,3,28,9,13,32,13,53,500,52,7.4,1017.7,-16.1,0,ENE,1.4,Aotizhongxin
659,2013,3,28,10,10,30,10,41,500,59,8.8,1017.6,-11.8,0,SE,1.4,Aotizhongxin
660,2013,3,28,11,13,35,10,43,500,52,9.5,1017.1,-8.6,0,N,3.4,Aotizhongxin
661,2013,3,28,12,10,39,10,26,500,67,10.7,1016.3,-10.8,0,NNW,2.7,Aotizhongxin
662,2013,3,28,13,13,50,13,15,500,81,11.2,1015,-8.1,0,WSW,5.1,Aotizhongxin
663,2013,3,28,14,17,17,10,10,400,87,12.7,1014.1,-9.1,0,W,3.5,Aotizhongxin
664,2013,3,28,15,9,24,9,9,400,88,13.8,1013.5,-14.2,0,NW,3.2,Aotizhongxin
665,2013,3,28,16,3,6,6,12,400,88,14.2,1013.5,-13,0,NW,1.9,Aotizhongxin
666,2013,3,28,17,10,14,9,15,400,86,12.9,1013.3,-14,0,WNW,1.7,Aotizhongxin
667,2013,3,28,18,10,14,9,15,500,82,9.5,1014.2,-2.8,0,WSW,3.9,Aotizhongxin
668,2013,3,28,19,49,146,14,42,700,62,8.5,1014.9,-1.9,0,SW,3.6,Aotizhongxin
669,2013,3,28,20,95,193,22,70,1100,40,8.2,1015.6,-1.9,0,SW,1.4,Aotizhongxin
670,2013,3,28,21,109,176,25,80,1300,33,6.4,1016.2,-2.2,0,S,0.4,Aotizhongxin
671,2013,3,28,22,108,159,26,93,1500,20,4.6,1016.1,-1.8,0,WSW,0.2,Aotizhongxin
672,2013,3,28,23,105,155,29,94,1399,12,2.8,1016,-2.3,0,NE,1,Aotizhongxin
673,2013,3,29,0,93,127,31,104,1300,5,2.1,1016.3,-3.8,0,NE,1.4,Aotizhongxin
674,2013,3,29,1,66,73,23,102,900,2,2.6,1016.6,-5.8,0,ENE,1.1,Aotizhongxin
675,2013,3,29,2,76,168,22,104,1000,2,2.2,1016.4,-5.7,0,ESE,0.4,Aotizhongxin
676,2013,3,29,3,84,151,24,102,1100,2,3.5,1016.3,-4.7,0,ENE,1.5,Aotizhongxin
677,2013,3,29,4,84,128,25,96,1100,2,3.2,1016.9,-6,0,NE,1.3,Aotizhongxin
678,2013,3,29,5,84,128,25,96,1300,2,2.2,1017.6,-5.9,0,NE,1.2,Aotizhongxin
679,2013,3,29,6,94,168,25,89,1399,2,2.6,1018,-5.8,0,NE,2,Aotizhongxin
680,2013,3,29,7,90,163,21,84,1600,2,4.2,1018.4,-4.5,0,NNE,1.5,Aotizhongxin
681,2013,3,29,8,91,158,45,86,2799,2,6.5,1018.8,-5.8,0,E,2.3,Aotizhongxin
682,2013,3,29,9,100,156,102,87,3299,4,7.9,1018.3,-7.4,0,NNE,1.4,Aotizhongxin
683,2013,3,29,10,100,156,102,88,NA,12.4236,8.7,1017.6,-7.9,0,ENE,2.3,Aotizhongxin
684,2013,3,29,11,73,102,61,76,2100,30,9.6,1016.3,-8.5,0,ENE,1.5,Aotizhongxin
685,2013,3,29,12,75,99,57,70,1899,40,9.1,1015.8,-7.2,0,E,1.9,Aotizhongxin
686,2013,3,29,13,88,146,58,65,2000,48,9.8,1014.9,-6.1,0,NW,0.4,Aotizhongxin
687,2013,3,29,14,113,161,61,82,2100,39,9.6,1014.4,-6.7,0,ESE,0.8,Aotizhongxin
688,2013,3,29,15,114,152,53,86,1899,39,9.5,1014.2,-5.2,0,ENE,1.7,Aotizhongxin
689,2013,3,29,16,108,146,49,93,1700,33,9.6,1014.1,-5.9,0,N,0.8,Aotizhongxin
690,2013,3,29,17,109,146,49,94,NA,27.6318,9.1,1013.9,-6,0,NE,2.5,Aotizhongxin
691,2013,3,29,18,91,131,54,93,1300,30,8.3,1014.3,-3.9,0,ENE,1.9,Aotizhongxin
692,2013,3,29,19,92,141,48,106,1200,22,7.5,1015,-1.5,0,ESE,2.4,Aotizhongxin
693,2013,3,29,20,93,237,41,101,1399,11,6,1016.1,-3.4,0,SE,2.3,Aotizhongxin
694,2013,3,29,21,70,136,48,81,1200,16,5.3,1016.7,-3.3,0,S,1.8,Aotizhongxin
695,2013,3,29,22,64,110,49,72,900,16,5.2,1016.7,-2.9,0,ESE,2,Aotizhongxin
696,2013,3,29,23,57,87,59,67,900,17,4.7,1017.1,-3.3,0,ENE,1.3,Aotizhongxin
697,2013,3,30,0,57,87,59,67,900,16,4.3,1017.1,-4.5,0,E,1.4,Aotizhongxin
698,2013,3,30,1,66,84,48,67,1500,13,3.8,1017,-5.7,0,ENE,2.2,Aotizhongxin
699,2013,3,30,2,60,90,54,70,2000,10,2.9,1016.8,-3.5,0,ENE,1.5,Aotizhongxin
700,2013,3,30,3,67,97,58,71,2100,8,2.9,1016.9,-4.3,0,ENE,1.8,Aotizhongxin
701,2013,3,30,4,71,99,74,74,2299,5,2.5,1016.7,-4.3,0,E,1.4,Aotizhongxin
702,2013,3,30,5,73,118,90,85,2700,3,2.6,1016.7,-6,0,NNE,0.4,Aotizhongxin
703,2013,3,30,6,66,103,87,84,2799,9,2.5,1017.4,-5.2,0,NNE,1.7,Aotizhongxin
704,2013,3,30,7,70,128,86,83,2799,9,4.1,1017.7,-4.9,0,N,0.7,Aotizhongxin
705,2013,3,30,8,82,145,94,92,2799,3,5.7,1018.4,-6.6,0,N,2.3,Aotizhongxin
706,2013,3,30,9,77,133,107,85,2600,14,7.3,1018.3,-5.8,0,NE,2.8,Aotizhongxin
707,2013,3,30,10,79,129,99,72,2399,31,8.4,1018.2,-5.5,0,SSW,1.3,Aotizhongxin
708,2013,3,30,11,79,129,99,72,2200,42,9.4,1017.6,-5.7,0,NE,2.1,Aotizhongxin
709,2013,3,30,12,92,134,86,62,2000,53,10.3,1016.6,-3.1,0,SE,1.7,Aotizhongxin
710,2013,3,30,13,81,108,74,46,1500,72,10.8,1015.7,-1.6,0,SSW,1.9,Aotizhongxin
711,2013,3,30,14,94,126,72,51,1600,76,10.9,1015,0,0,S,1.8,Aotizhongxin
712,2013,3,30,15,94,126,72,51,1500,75,10.8,1014.6,-0.7,0,SSE,2.4,Aotizhongxin
713,2013,3,30,16,95,123,49,46,900,72,10,1014.5,-0.5,0,SE,2.5,Aotizhongxin
714,2013,3,30,17,88,110,47,50,800,70,9,1015.1,-0.3,0,SSE,2.4,Aotizhongxin
715,2013,3,30,18,80,105,40,56,700,66,7.7,1015.5,0.9,0,S,1.7,Aotizhongxin
716,2013,3,30,19,84,98,28,56,700,57,6.8,1016.9,1.3,0,S,1.5,Aotizhongxin
717,2013,3,30,20,88,104,20,68,800,40,6.1,1017.6,1,0,SSE,1.4,Aotizhongxin
718,2013,3,30,21,88,104,20,68,800,27,5.5,1017.8,1.2,0,SSW,1.5,Aotizhongxin
719,2013,3,30,22,86,92,15,76,800,24,5.5,1017.9,1.6,0,SSW,1.8,Aotizhongxin
720,2013,3,30,23,92,96,12,85,800,13,5,1017.7,1.5,0,SSW,1.5,Aotizhongxin
721,2013,3,31,0,102,104,11,87,800,5,4.9,1017.9,1.6,0,SSW,1.3,Aotizhongxin
722,2013,3,31,1,108,117,11,85,900,3,4.8,1017.4,1.6,0,SW,1.8,Aotizhongxin
723,2013,3,31,2,110,111,11,87,1000,2,4.8,1016.9,2,0,WSW,1.1,Aotizhongxin
724,2013,3,31,3,96,115,10,78,1399,2,4.9,1016.4,2.1,0,SW,0.4,Aotizhongxin
725,2013,3,31,4,101,110,10,80,1399,2,4.8,1016.1,2.2,0,SSE,1.2,Aotizhongxin
726,2013,3,31,5,96,115,10,80,1399,2,4.5,1016,2.2,0,SSW,1.7,Aotizhongxin
727,2013,3,31,6,120,131,10,74,1300,2,4.4,1015.9,1.9,0,SE,1.4,Aotizhongxin
728,2013,3,31,7,132,146,10,71,1200,2,4.7,1016.4,2.2,0,S,0.7,Aotizhongxin
729,2013,3,31,8,132,146,10,71,1300,2,4.9,1016,2.4,0,SE,1.5,Aotizhongxin
730,2013,3,31,9,151,179,11,60,1399,2,5.4,1015.5,2.6,0,SE,1.3,Aotizhongxin
731,2013,3,31,10,151,179,11,60,1300,2,5.7,1014.8,2.3,0,SSW,0.6,Aotizhongxin
732,2013,3,31,11,187,223,13,53,1200,2,5.8,1014.2,2.6,0,NNE,1.6,Aotizhongxin
733,2013,3,31,12,205,231,14,57,1300,2,6.2,1012.9,2.5,0,N,2.4,Aotizhongxin
734,2013,3,31,13,212,222,16,65,1399,6,5.9,1011.9,2.5,0,N,2.9,Aotizhongxin
735,2013,3,31,14,221,230,22,73,1399,6,6,1010.5,2.8,0,NE,2,Aotizhongxin
736,2013,3,31,15,225,247,18,69,1300,2,6.7,1009.7,2.9,0,N,1.7,Aotizhongxin
737,2013,3,31,16,226,250,18,67,1300,7,6.9,1009.4,3,0,N,1.6,Aotizhongxin
738,2013,3,31,17,228,245,24,75,1399,8,6.3,1009.2,2.9,0,NNE,1.7,Aotizhongxin
739,2013,3,31,18,228,245,24,75,1399,3,5.7,1009.6,2.7,0,N,2.3,Aotizhongxin
740,2013,3,31,19,227,251,21,86,1500,2,5.6,1009.6,2.8,0,NE,1.3,Aotizhongxin
741,2013,3,31,20,235,239,16,81,1500,2,6.1,1009.8,2.7,0,NE,1.2,Aotizhongxin
742,2013,3,31,21,235,272,17,71,1600,2,5.9,1009.9,2.9,0,NNE,1.8,Aotizhongxin
743,2013,3,31,22,229,280,17,69,1700,2,6.5,1009.7,2.9,0,NE,2,Aotizhongxin
744,2013,3,31,23,225,268,16,70,1600,2,6.3,1009.1,3.1,0,NW,0.4,Aotizhongxin
