No,year,month,day,hour,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
17173,2015,2,14,12,216,236,62,96,2900,46,6,1008,-10.7,0,NE,1.9,Aotizhongxin
17185,2015,2,15,0,349,376,90,168,5200,19,0,1013,-8.2,0,ENE,1.1,Aotizhongxin
17197,2015,2,15,12,276,316,104,131,4800,5,6,1015,-6.9,0,SW,0.5,Aotizhongxin
17209,2015,2,16,0,168,186,74,100,3800,2,0,1015,-8.2,0,SW,1.2,Aotizhongxin
17221,2015,2,16,12,31,216,12,14,600,66,11,1010,-13.9,0,NNW,3.9,Aotizhongxin
17233,2015,2,17,0,30,64,20,69,800,2,4,1013,-10.5,0,NE,1,Aotizhongxin
17245,2015,2,17,12,17,49,8,12,400,67,8,1015,-11.9,0,NNE,2.2,Aotizhongxin
17257,2015,2,18,0,63,101,30,91,1900,2,-1,1025,-9.4,0,SSE,0.6,Aotizhongxin
17269,2015,2,18,12,12,12,7,10,300,84,8,1025,-13.6,0,E,1.7,Aotizhongxin
17281,2015,2,19,0,132,184,51,41,900,47,3,1027,-11.7,0,SW,2.1,Aotizhongxin
17293,2015,2,19,12,193,235,78,50,1600,49,4,1020,-11.2,0,SW,3,Aotizhongxin
17305,2015,2,20,0,122,122,22,29,1000,62,2,1017,-0.3,0,SW,2.1,Aotizhongxin
17317,2015,2,20,12,97,97,15,51,1500,15,2,1016,0.4,0.4,WSW,1.1,Aotizhongxin
17329,2015,2,21,0,156,156,10,54,1700,6,0,1013,-0.6,0,ESE,0.2,Aotizhongxin
17341,2015,2,21,12,230,230,17,39,2300,19,0.8,1010.5,0.1,0,SSW,2.1,Aotizhongxin
17353,2015,2,22,0,44,844,2,6,300,74,-2,1021,-25.3,0,N,5.7,Aotizhongxin
17365,2015,2,22,12,23,127,6,6,300,75,2,1016,-20.6,0,N,3.8,Aotizhongxin
17377,2015,2,23,0,26,88,18,23,600,52,-4,1017,-15,0,NNE,1.2,Aotizhongxin
17389,2015,2,23,12,40,90,33,34,1000,52,4,1017,-15.9,0,WSW,2.9,Aotizhongxin
17401,2015,2,24,0,174,263,54,88,1400,16,-2.9,1013.4,-10.5,0,E,1,Aotizhongxin
17413,2015,2,24,12,100,173,53,50,2000,39,3,1011.1,-6.2,0,ENE,2.7,Aotizhongxin
17425,2015,2,25,0,186,279,17,67,1900,14,1.8,1011.7,-1.8,0,NE,1.5,Aotizhongxin
17437,2015,2,25,12,15,24,13,9,400,83,5,1012,-23.1,0,N,4.6,Aotizhongxin
17449,2015,2,26,0,23,36,10,26,500,56,1,1020,-17.9,0,NE,2.3,Aotizhongxin
17461,2015,2,26,12,11,15,5,7,300,77,3,1019,-22.8,0,N,3.3,Aotizhongxin
17473,2015,2,27,0,14,30,9,30,500,48,0,1025,-17.3,0,NE,1,Aotizhongxin
17485,2015,2,27,12,17,35,17,47,800,35,1,1030,-16.4,0,WSW,0.7,Aotizhongxin
17497,2015,2,28,0,50,77,17,35,1000,34,-1,1026,-3.7,0,SSW,2.1,Aotizhongxin
17509,2015,2,28,12,153,153,17,36,1400,23,-0.2,1021.8,-1.6,0,SW,3.1,Aotizhongxin
17521,2015,3,1,0,69,271,8,44,800,40,-1.8,1021,-4.6,0,SE,0.4,Aotizhongxin
17533,2015,3,1,12,31,58,10,30,800,67,8.7,1016.7,-15.1,0,WSW,5.2,Aotizhongxin
17545,2015,3,2,0,55,84,27,92,1300,8,5.4,1011.3,-14.1,0,W,2.1,Aotizhongxin
17557,2015,3,2,12,91,102,48,63,1700,52,10.9,1006.3,-11.2,0,N,1.6,Aotizhongxin
17569,2015,3,3,0,9,32,2,7,300,80,7,1012.2,-17.2,0,NNW,2.9,Aotizhongxin
17581,2015,3,3,12,5,25,2,5,300,76,0.7,1021.9,-25.6,0,NNW,5.5,Aotizhongxin
17593,2015,3,4,0,13,51,4,14,400,62,-0.5,1024,-27.5,0,NNW,2.3,Aotizhongxin
17605,2015,3,4,12,12,12,5,18,400,73,3.7,1025.2,-27.7,0,NW,1.9,Aotizhongxin
17617,2015,3,5,0,76,107,39,64,1100,39,1.5,1023.9,-21,0,WSW,2.4,Aotizhongxin
17629,2015,3,5,12,134,134,NA,61,NA,58,5.5,1022.4,-18.4,0,SW,4.1,Aotizhongxin
17641,2015,3,6,0,184,225,68,84,1700,26,1.5,1018.5,-16,0,SSE,0.9,Aotizhongxin
17653,2015,3,6,12,192,215,68,87,2300,38,4.5,1016.25,-10.2,0,NE,1,Aotizhongxin
17665,2015,3,7,0,312,350,81,128,3400,16,0,1012.7,-6.6,0,NW,1,Aotizhongxin
17677,2015,3,7,12,218,246,44,82,2100,59,10,1016,-3.3,0,SE,1.8,Aotizhongxin
17689,2015,3,8,0,222,222,58,110,1900,11,4.4,1015.1,-2.5,0,ESE,1.4,Aotizhongxin
17701,2015,3,8,12,114,131,22,38,1000,66,9.6,1017.9,-7.6,0,NE,2.7,Aotizhongxin
17713,2015,3,9,0,15,88,2,9,200,82,2.5,1026.7,-25.1,0,N,5.7,Aotizhongxin
17725,2015,3,9,12,5,23,3,9,200,84,0.1,1033.1,-27,0,ENE,3.7,Aotizhongxin
17737,2015,3,10,0,9,15,3,25,300,63,-1,1033.2,-28.9,0,SSW,0.6,Aotizhongxin
17749,2015,3,10,12,9,16,10,17,500,80,5.6,1026.1,-22.7,0,NW,2.9,Aotizhongxin
17761,2015,3,11,0,68,103,16,104,1300,12,3.3,1020,-15.9,0,W,2,Aotizhongxin
17773,2015,3,11,12,18,22,11,19,400,79,7.3,1020.5,-21.3,0,E,2.9,Aotizhongxin
17785,2015,3,12,0,76,116,30,91,1200,22,4.5,1015.6,-15.4,0,SW,2.7,Aotizhongxin
17797,2015,3,12,12,NA,NA,NA,NA,NA,NA,8.3,1012.3,-14.7,0,E,2.4,Aotizhongxin
17809,2015,3,13,0,113,146,49,108,2300,14,3.2,1014.6,-6.2,0,ESE,1.2,Aotizhongxin
17821,2015,3,13,12,28,28,9,24,600,79,9.6,1019,-19.5,0,ENE,2,Aotizhongxin
17833,2015,3,14,0,100,194,36,100,2000,11,1.7,1022.1,-4.6,0,ESE,1.6,Aotizhongxin
17845,2015,3,14,12,96,122,47,71,2400,22,4.7,1017,-5.1,0,ESE,1.8,Aotizhongxin
17857,2015,3,15,0,159,195,53,127,3000,7,1.6,1013.6,-6.2,0,WSW,0.8,Aotizhongxin
17869,2015,3,15,12,63,170,16,52,1000,64,14.6,1013.4,-14.6,0,SSW,2.4,Aotizhongxin
17881,2015,3,16,0,143,290,33,90,1400,38,10.7,1009.9,-6.2,0,SSE,1.9,Aotizhongxin
17893,2015,3,16,12,189,281,49,100,2100,14,11.2,1007.8,2.2,0,E,1.7,Aotizhongxin
17905,2015,3,17,0,312,362,22,105,2800,2,7.6,1010.8,4.5,0,ENE,0.6,Aotizhongxin
17917,2015,3,17,12,133,133,14,47,1300,78,14.8,1016.9,-3.1,0,SE,2.1,Aotizhongxin
17929,2015,3,18,0,30,52,10,33,600,65,8.1,1016.8,-8.5,0,SW,2.5,Aotizhongxin
17941,2015,3,18,12,30,46,10,38,600,76,11,1012.4,-11.1,0,SSW,1.9,Aotizhongxin
17953,2015,3,19,0,105,184,16,120,1400,5,4.6,1011.1,-5.5,0,ENE,0.3,Aotizhongxin
17965,2015,3,19,12,81,201,10,89,1200,31,15.5,1014,-11.1,0,NE,1.3,Aotizhongxin
17977,2015,3,20,0,113,356,18,129,1400,6,11.5,1013.8,-6.4,0,NW,1.5,Aotizhongxin
17989,2015,3,20,12,32,200,2,10,400,98,17.5,1014.6,-17.2,0,NNW,2.4,Aotizhongxin
18001,2015,3,21,0,62,211,7,114,1100,6,12,1011.1,-11.6,0,NW,1.6,Aotizhongxin
18013,2015,3,21,12,8,68,3,8,300,94,16.2,1015.6,-19.8,0,WNW,4,Aotizhongxin
18025,2015,3,22,0,33,179,4,48,500,44,13.7,1018,-18.7,0,NW,2.7,Aotizhongxin
18037,2015,3,22,12,12,18,2,14,300,89,10.5,1025.9,-22.5,0,ENE,2,Aotizhongxin
18049,2015,3,23,0,40,155,13,54,700,27,5.9,1025.4,-8.4,0,SW,1.3,Aotizhongxin
18061,2015,3,23,12,24,24,8,38,600,70,15.9,1025.2,-17,0,WNW,2.3,Aotizhongxin
18073,2015,3,24,0,42,142,2,89,800,18,8,1024.7,-12.5,0,S,0.3,Aotizhongxin
18085,2015,3,24,12,72,127,33,58,2100,69,11.7,1028.9,-10.6,0,ESE,2,Aotizhongxin
18097,2015,3,25,0,138,175,46,117,1700,21,8,1026.7,-1.3,0,SE,2.1,Aotizhongxin
18109,2015,3,25,12,158,192,83,107,3000,63,13.4,1027.2,-4.8,0,SE,1.9,Aotizhongxin
18121,2015,3,26,0,95,153,24,55,900,70,14.1,1025.6,0,0,SW,3.5,Aotizhongxin
18133,2015,3,26,12,146,161,28,84,1500,90,17.9,1025.2,-2.4,0,SSW,3.7,Aotizhongxin
18145,2015,3,27,0,61,126,14,30,600,106,14.4,1021.5,0.2,0,WSW,5.5,Aotizhongxin
18157,2015,3,27,12,113,140,31,74,NA,78,16.3,1017.1,-0.4,0,S,2.4,Aotizhongxin
18169,2015,3,28,0,96,156,23,38,900,96,15.5,1009.1,1.9,0,SW,2.8,Aotizhongxin
18181,2015,3,28,12,103,NA,3,11,300,87,19.4,1008.5,-1.2,0,NW,7,Aotizhongxin
18193,2015,3,29,0,28,71,5,78,600,21,10.9,1012.2,-1.2,0,NW,0,Aotizhongxin
18205,2015,3,29,12,135,552,42,100,1800,64,19.6,1011.3,2.9,0,SE,2.8,Aotizhongxin
18217,2015,3,30,0,142,420,23,134,1900,2,13.6,1006.2,4.7,0,E,1.8,Aotizhongxin
18229,2015,3,30,12,171,427,38,70,1600,92,18.4,1005.1,6.6,0,W,1.6,Aotizhongxin
18241,2015,3,31,0,154,266,27,58,1400,106,17,1005,8.4,0,ESE,2,Aotizhongxin
18253,2015,3,31,12,144,144,13,78,3400,18,10.8,1012.4,9.2,0.1,ENE,1.3,Aotizhongxin
18265,2015,4,1,0,68,68,4,73,800,19,7.8,1018.5,3.6,0,SW,0.1,Aotizhongxin
18277,2015,4,1,12,31,31,2,29,400,87,12.6,1017.9,-6.9,0,S,2,Aotizhongxin
18289,2015,4,2,0,42,67,2,43,600,56,6.6,1008.5,2.5,1.4,NW,3.2,Aotizhongxin
18301,2015,4,2,12,34,34,2,27,900,77,7.8,995.5,3.3,0.1,NNW,2.8,Aotizhongxin
18313,2015,4,3,0,10,10,3,20,500,96,12.7,1001.1,0.7,0,NW,3.1,Aotizhongxin
18325,2015,4,3,12,15,15,6,22,400,120,15.3,1009.3,-0.5,0,E,3,Aotizhongxin
18337,2015,4,4,0,34,34,8,35,800,80,9.4,1009.8,1.5,0,WSW,3.2,Aotizhongxin
18349,2015,4,4,12,77,84,10,30,700,138,14,1007.5,0.6,0,WSW,2.4,Aotizhongxin
18361,2015,4,5,0,115,144,12,52,800,109,13,1010.3,3.9,0,SSW,1.7,Aotizhongxin
18373,2015,4,5,12,23,100,2,10,300,92,15.8,1013.4,-10.8,0,NW,7.2,Aotizhongxin
18385,2015,4,6,0,16,19,2,10,200,79,7.2,1023.3,-12.1,0,N,3.2,Aotizhongxin
18397,2015,4,6,12,12,12,2,9,200,86,7.8,1027.7,-13.2,0,ENE,3.3,Aotizhongxin
18409,2015,4,7,0,43,75,5,36,400,63,6.5,1027.7,-7.5,0,E,2,Aotizhongxin
18421,2015,4,7,12,6,6,7,9,300,84,10.6,1027.8,-15.9,0,N,2.5,Aotizhongxin
18433,2015,4,8,0,70,108,16,50,700,60,8.7,1023.5,-6.3,0,WSW,4,Aotizhongxin
18445,2015,4,8,12,84,84,28,34,800,82,12.6,1020.1,-5.9,0,SW,3.7,Aotizhongxin
18457,2015,4,9,0,149,149,17,72,1100,14,7.4,1018.1,1,0,SE,1.3,Aotizhongxin
18469,2015,4,9,12,173,179,28,81,1400,63,14.2,1016.1,1.8,0,SE,2,Aotizhongxin
18481,2015,4,10,0,242,242,21,61,1400,73,13,1015.6,5.9,0,WSW,1.6,Aotizhongxin
18493,2015,4,10,12,205,205,22,65,1300,90,17.8,1015.8,4,0,ESE,2.3,Aotizhongxin
18505,2015,4,11,0,64,101,9,98,800,25,15.9,1014.2,4.3,0,SSE,1.2,Aotizhongxin
18517,2015,4,11,12,136,136,20,31,1700,125,17.1,1015.8,6.9,0,SE,3,Aotizhongxin
18529,2015,4,12,0,13,13,2,28,500,56,8.3,1018.7,6.6,2.8,SE,0.9,Aotizhongxin
18541,2015,4,12,12,13,29,2,9,200,85,10.5,1020.9,-5.1,0,NNE,4.6,Aotizhongxin
18553,2015,4,13,0,11,11,2,15,200,82,5.6,1026.3,-3.8,0,NNE,3.3,Aotizhongxin
18565,2015,4,13,12,28,28,5,13,600,112,14.3,1021.9,-1.4,0,NE,1.8,Aotizhongxin
18577,2015,4,14,0,62,112,3,100,700,21,11.1,1010.6,2.9,0,W,2,Aotizhongxin
18589,2015,4,14,12,46,46,11,64,800,71,22.3,1003.9,-4,0,WSW,2.4,Aotizhongxin
18601,2015,4,15,0,58,191,8,100,700,21,15.4,998.2,3.5,0,ESE,0.5,Aotizhongxin
18613,2015,4,15,12,154,195,26,153,1600,22,20.8,994.1,4.8,0,SE,1.4,Aotizhongxin
18625,2015,4,16,0,78,450,2,11,NA,93,16.6,1003.2,-9.4,0,NNW,3.6,Aotizhongxin
18637,2015,4,16,12,9,39,2,8,200,98,17.1,1009.5,-13.7,0,NW,5.6,Aotizhongxin
18649,2015,4,17,0,73,188,14,46,400,54,15.3,1006.2,-4.6,0,WSW,4.9,Aotizhongxin
18661,2015,4,17,12,72,189,14,97,900,42,20.4,1004.5,-1.4,0,SSW,2.6,Aotizhongxin
18673,2015,4,18,0,111,260,35,115,1100,32,16.7,1005.6,5.3,0,ESE,0.8,Aotizhongxin
18685,2015,4,18,12,185,365,41,125,1600,48,20.8,1007,9.1,0,E,1.7,Aotizhongxin
18697,2015,4,19,0,122,146,7,81,1000,27,16.3,1008.4,10.2,0,W,2,Aotizhongxin
18709,2015,4,19,12,43,94,2,12,200,107,19.4,1011.4,-10.8,0,NE,3.4,Aotizhongxin
18721,2015,4,20,0,89,161,6,66,1000,21,11.4,1012.6,6.1,0,SSW,0.9,Aotizhongxin
18733,2015,4,20,12,57,57,2,34,300,88,20.5,1010.7,-8.9,0,W,2.7,Aotizhongxin
18745,2015,4,21,0,NA,153,17,54,1400,68,16.5,1007.1,3.9,0,WSW,5.2,Aotizhongxin
18757,2015,4,21,12,94,143,14,79,900,98,24.7,1003.4,1.5,0,SSW,2.4,Aotizhongxin
18769,2015,4,22,0,20,77,2,84,400,10,12,1013.6,-0.2,0,S,0.3,Aotizhongxin
18781,2015,4,22,12,29,95,6,19,400,116,23.9,1013.3,-3.5,0,SW,4.3,Aotizhongxin
18793,2015,4,23,0,50,131,15,51,500,70,19.8,1009.1,3.5,0,SSW,1.7,Aotizhongxin
18805,2015,4,23,12,81,128,18,85,1000,50,21.4,1009.7,5.7,0,ENE,1.4,Aotizhongxin
18817,2015,4,24,0,20,79,2,74,300,30,15.2,1018.7,3.3,0,SSE,1,Aotizhongxin
18829,2015,4,24,12,35,151,8,25,500,122,23.9,1016.9,-1.9,0,SW,2.8,Aotizhongxin
18841,2015,4,25,0,67,255,10,111,900,24,16.6,1013.3,4,0,SW,0.1,Aotizhongxin
18853,2015,4,25,12,72,176,8,101,900,119,27.4,1010.8,3.1,0,S,1.8,Aotizhongxin
18865,2015,4,26,0,91,205,26,51,1100,130,24,1006.7,11.3,0,WSW,3.5,Aotizhongxin
18877,2015,4,26,12,144,232,23,94,1400,151,28.3,1006.2,11.8,0,SSW,2.5,Aotizhongxin
18889,2015,4,27,0,48,139,14,35,600,109,23,1003.2,10.4,0,SSW,2.9,Aotizhongxin
18901,2015,4,27,12,120,183,20,52,1200,150,26,1000.9,14.1,0,SSE,1.6,Aotizhongxin
18913,2015,4,28,0,46,54,2,69,600,54,17,1002,12.5,0,ENE,1.8,Aotizhongxin
18925,2015,4,28,12,39,60,7,29,600,115,21.1,1008.4,11.7,0,N,2.5,Aotizhongxin
18937,2015,4,29,0,103,168,12,68,1800,55,18.5,1010.6,12.5,0,S,1.2,Aotizhongxin
18949,2015,4,29,12,135,158,16,67,1600,142,24.1,1009.3,13,0,SSW,2.4,Aotizhongxin
18961,2015,4,30,0,97,120,6,36,900,128,21.7,1006.8,13.8,0,SSW,2.2,Aotizhongxin
18973,2015,4,30,12,165,189,25,63,1500,164,26.4,1007.4,15.1,0,SSW,1.9,Aotizhongxin
18985,2015,5,1,0,182,257,25,94,1600,95,21.4,1005.8,14.1,0,SSE,1.9,Aotizhongxin
18997,2015,5,1,12,191,205,20,77,1700,115,25.2,1003.5,14.9,0,W,2.4,Aotizhongxin
19009,2015,5,2,0,34,34,2,59,600,22,14.3,1007.1,12.8,0,E,1.2,Aotizhongxin
19021,2015,5,2,12,54,72,4,26,700,96,22.4,1006.7,11.5,0,SSE,2,Aotizhongxin
19033,2015,5,3,0,89,155,2,96,1100,32,18.7,1005.5,13.3,0,W,0.9,Aotizhongxin
19045,2015,5,3,12,13,76,4,12,300,106,21.9,1010.2,-2.8,0,WNW,5.7,Aotizhongxin
19057,2015,5,4,0,12,23,2,36,300,64,13.3,1013.7,-3.1,0,NNE,0.7,Aotizhongxin
19069,2015,5,4,12,10,51,2,20,300,95,21.2,1011.6,-8.4,0,SW,4.4,Aotizhongxin
19081,2015,5,5,0,48,116,17,45,500,98,18.6,1003,3.2,0,SW,5,Aotizhongxin
19093,2015,5,5,12,72,131,8,49,700,96,23.3,1000.3,1.6,0,E,1.6,Aotizhongxin
19105,2015,5,6,0,10,33,2,33,200,80,19,1005,-7.4,0,NE,1.5,Aotizhongxin
19117,2015,5,6,12,8,43,2,27,300,99,21,1007.9,-10.6,0,SSW,2.5,Aotizhongxin
19129,2015,5,7,0,37,164,8,61,600,45,16.4,1007.8,-4.8,0,SSE,1.4,Aotizhongxin
19141,2015,5,7,12,47,113,8,54,800,85,22.4,1006.5,0.2,0,NNW,1.6,Aotizhongxin
19153,2015,5,8,0,11,48,2,32,300,79,15.9,1007.3,0.4,0,NE,0,Aotizhongxin
19165,2015,5,8,12,71,137,24,43,1500,104,20.8,1004.5,6.7,0,E,4.4,Aotizhongxin
19177,2015,5,9,0,86,86,10,36,1400,67,14.8,1011.5,8.1,0,SE,2.7,Aotizhongxin
19189,2015,5,9,12,31,37,12,41,900,51,13.9,1014.4,-0.6,0,SW,3.8,Aotizhongxin
19201,2015,5,10,0,35,47,8,72,1000,24,11.9,1013.2,4.6,0,ESE,1.2,Aotizhongxin
19213,2015,5,10,12,43,43,4,61,1400,31,8.6,1011.8,7.8,1.1,E,1.8,Aotizhongxin
19225,2015,5,11,0,42,42,3,54,1400,18,9.9,1009.4,7.3,0,NW,1.2,Aotizhongxin
19237,2015,5,11,12,28,28,2,39,700,68,17,1002.7,5,0,SW,2.6,Aotizhongxin
19249,2015,5,12,0,10,10,2,39,500,72,14.9,995.7,1.7,0,WNW,3.6,Aotizhongxin
19261,2015,5,12,12,16,28,2,23,400,115,22.5,991.3,4.5,0,S,1.6,Aotizhongxin
19273,2015,5,13,0,78,188,5,132,2100,4,13.1,989.8,9.5,0,SW,0.2,Aotizhongxin
19285,2015,5,13,12,40,92,5,66,600,84,25.2,989.6,7.3,0,E,1.6,Aotizhongxin
19297,2015,5,14,0,68,367,2,18,200,75,22.6,997.5,1,0,NNW,3.5,Aotizhongxin
19309,2015,5,14,12,7,16,3,13,200,113,23,1005,1.3,0,ENE,3.7,Aotizhongxin
19321,2015,5,15,0,19,46,4,43,300,64,20.9,1007.9,2.7,0,NE,1.7,Aotizhongxin
19333,2015,5,15,12,21,30,2,25,400,100,23,1011.9,1.3,0,SSE,1.9,Aotizhongxin
19345,2015,5,16,0,60,128,11,83,1000,65,18.8,1009.4,7.9,0,WNW,1.7,Aotizhongxin
19357,2015,5,16,12,27,42,3,50,500,110,27.4,1005.7,1,0,SW,2.8,Aotizhongxin
19369,2015,5,17,0,72,137,19,40,1000,135,22.8,999.7,11.2,0,SSW,3.2,Aotizhongxin
19381,2015,5,17,12,142,196,25,35,1100,173,26,993.7,15.4,0,WSW,2.8,Aotizhongxin
19393,2015,5,18,0,171,174,6,87,1300,62,21,993.6,19.1,0,NW,0.6,Aotizhongxin
19405,2015,5,18,12,27,64,2,11,200,115,25.4,998.7,-1.4,0,NNW,4.2,Aotizhongxin
19417,2015,5,19,0,28,137,2,42,200,56,21.5,1001.4,-10.3,0,NNW,2.3,Aotizhongxin
19429,2015,5,19,12,53,57,2,8,100,99,24.7,1003.2,-3.7,0,NNW,3.6,Aotizhongxin
19441,2015,5,20,0,50,50,2,44,200,55,21.2,1009.5,0.4,0,NW,2.7,Aotizhongxin
19453,2015,5,20,12,17,27,4,9,200,114,26.4,1012,0.9,0,NE,2.8,Aotizhongxin
19465,2015,5,21,0,25,68,4,52,300,78,23.2,1009.5,3.7,0,WSW,4.7,Aotizhongxin
19477,2015,5,21,12,44,94,6,67,600,118,27.5,1007.9,3.2,0,SW,3.8,Aotizhongxin
19489,2015,5,22,0,33,77,14,36,600,105,20.6,1006.2,6.5,0,SW,4.3,Aotizhongxin
19501,2015,5,22,12,93,121,16,95,1100,96,25.4,1006.1,9.2,0,SW,2,Aotizhongxin
19513,2015,5,23,0,76,150,20,99,1100,86,19.5,1004.3,10.5,0,SE,1.2,Aotizhongxin
19525,2015,5,23,12,140,169,24,60,1200,230,28.4,1003.9,12.3,0,SW,1.8,Aotizhongxin
19537,2015,5,24,0,120,232,14,124,1200,65,21.4,1003.6,13.8,0,E,1.1,Aotizhongxin
19549,2015,5,24,12,163,163,22,64,1400,231,29.6,1002.4,13.4,0,WSW,3.8,Aotizhongxin
19561,2015,5,25,0,85,191,16,70,1000,126,27.3,1000.5,10.1,0,SW,4.2,Aotizhongxin
19573,2015,5,25,12,127,172,26,86,1500,182,30.9,1001.8,12.3,0,SW,3.3,Aotizhongxin
19585,2015,5,26,0,70,140,12,46,700,135,27.3,1001.9,13.3,0,SSW,3.3,Aotizhongxin
19597,2015,5,26,12,130,186,40,36,1400,260,31.1,1001.4,13.4,0,SW,4.3,Aotizhongxin
19609,2015,5,27,0,71,154,11,36,700,146,26,1001.5,13.1,0,SW,3.3,Aotizhongxin
19621,2015,5,27,12,102,102,8,30,900,225,28.9,1001.7,13.6,0,SSE,2.7,Aotizhongxin
19633,2015,5,28,0,130,159,26,34,1700,188,24.6,1000.2,15,0,SSE,1.9,Aotizhongxin
19645,2015,5,28,12,132,158,12,41,1100,202,28.8,999.3,16,0,SW,3.5,Aotizhongxin
19657,2015,5,29,0,89,140,12,40,900,131,25.1,1000.8,13,0,S,2.2,Aotizhongxin
19669,2015,5,29,12,76,76,5,60,900,111,27.8,1001.5,15.8,0,E,1.6,Aotizhongxin
19681,2015,5,30,0,52,120,6,68,700,68,21.7,1003.6,16.2,0,ESE,1.3,Aotizhongxin
19693,2015,5,30,12,50,84,9,31,700,149,26.9,1004.2,11.4,0,SE,3.4,Aotizhongxin
19705,2015,5,31,0,47,63,12,57,1300,70,22.3,1000.9,13.9,0,SE,1.6,Aotizhongxin
19717,2015,5,31,12,65,96,19,31,800,186,28.9,996.9,12.7,0,WSW,4.1,Aotizhongxin
19729,2015,6,1,0,63,163,9,42,900,147,28.9,995.2,16.5,0,W,3.4,Aotizhongxin
19741,2015,6,1,12,129,213,2,48,1200,150,29.3,996.9,18.1,0,SE,2.2,Aotizhongxin
19753,2015,6,2,0,121,159,2,55,1400,95,24.8,999.4,14.3,0,E,2.5,Aotizhongxin
19765,2015,6,2,12,8,36,2,6,200,109,30.1,1004.8,-1.4,0,NNW,4.7,Aotizhongxin
19777,2015,6,3,0,60,468,14,63,1100,72,21.4,1009.4,12.5,0,ESE,2.4,Aotizhongxin
19789,2015,6,3,12,65,65,4,28,400,122,30.9,1008.8,2.1,0,SW,2.4,Aotizhongxin
19801,2015,6,4,0,42,122,11,60,500,78,25.9,1004.9,7,0,WSW,2.3,Aotizhongxin
19813,2015,6,4,12,50,87,2,64,800,76,19.8,1000.8,14.8,1,SSW,1.9,Aotizhongxin
19825,2015,6,5,0,39,39,2,39,6000,72,19.1,996,13.7,0.1,W,1.8,Aotizhongxin
19837,2015,6,5,12,64,73,4,62,8000,120,26.9,994.2,12.9,0,SE,2.5,Aotizhongxin
19849,2015,6,6,0,52,52,2,56,800,93,21.5,996,15.6,0,NE,1.5,Aotizhongxin
19861,2015,6,6,12,8,20,2,14,300,133,28.1,997.3,10.3,0,ENE,2.4,Aotizhongxin
19873,2015,6,7,0,15,29,2,43,8000,47,17.2,1001.2,15,0,ENE,0.9,Aotizhongxin
19885,2015,6,7,12,9,11,3,22,3000,88,27.4,1004.1,3.1,0,SW,2,Aotizhongxin
19897,2015,6,8,0,9,9,2,33,300,67,19.7,1003.5,7.4,0,NW,2.7,Aotizhongxin
19909,2015,6,8,12,13,15,5,8,300,100,27.9,1000.3,5.5,0,NW,3.6,Aotizhongxin
19921,2015,6,9,0,32,66,3,106,800,20,20.2,998.9,14.1,0,NE,0.1,Aotizhongxin
19933,2015,6,9,12,85,100,34,41,1500,137,26.4,997.5,13.2,0,ESE,3,Aotizhongxin
19945,2015,6,10,0,40,40,7,37,1000,74,20.7,997.1,15.5,0,NNE,2.6,Aotizhongxin
19957,2015,6,10,12,NA,NA,9,58,1200,NA,19.4,995.8,17.2,1.8,ESE,2.9,Aotizhongxin
19969,2015,6,11,0,38,55,9,38,1100,84,18.7,995.1,16.3,0,E,2.7,Aotizhongxin
19981,2015,6,11,12,3,56,NA,11,100,103,25.8,993.2,8.7,0,NNW,4.2,Aotizhongxin
19993,2015,6,12,0,NA,65,8,98,900,2,20,993.3,10.7,0,WNW,2.2,Aotizhongxin
20005,2015,6,12,12,NA,15,7,14,NA,104,27.3,993.9,8.2,0,NW,4.8,Aotizhongxin
20017,2015,6,13,0,9,21,14,41,400,74,24.2,995.1,11.5,0,NNW,2.7,Aotizhongxin
20029,2015,6,13,12,7,10,8,12,400,106,25.4,1001,14.2,0,ENE,4.2,Aotizhongxin
20041,2015,6,14,0,28,48,7,61,600,32,19.1,1004.7,17.4,0,NNE,0.5,Aotizhongxin
20053,2015,6,14,12,11,17,8,17,400,132,29.5,1004.3,12,0,SW,1.5,Aotizhongxin
20065,2015,6,15,0,68,120,24,43,2100,144,25.3,1004.3,15,0,SSW,2.5,Aotizhongxin
20077,2015,6,15,12,126,126,21,71,1900,162,28.5,1003.1,15.4,0,SSW,2.2,Aotizhongxin
20089,2015,6,16,0,78,122,13,57,1000,121,26.1,1000.3,15.2,0,SE,1.8,Aotizhongxin
20101,2015,6,16,12,162,178,27,67,1600,200,30.1,999.7,16.5,0,E,2.1,Aotizhongxin
20113,2015,6,17,0,67,67,2,42,800,149,23.2,998.7,16.3,0,NE,1.1,Aotizhongxin
20125,2015,6,17,12,34,37,2,21,700,190,31.3,997.9,15.3,0,NE,2.2,Aotizhongxin
20137,2015,6,18,0,66,121,2,73,900,61,23.7,1002.3,17,0,SSE,1.2,Aotizhongxin
20149,2015,6,18,12,7,7,2,12,100,104,29.9,1002,6.5,0,NW,2.5,Aotizhongxin
20161,2015,6,19,0,9,44,2,33,100,80,27.3,1001.5,4.3,0,NW,3.2,Aotizhongxin
20173,2015,6,19,12,18,32,2,26,400,71,20.8,1006.5,15.6,0,E,2,Aotizhongxin
20185,2015,6,20,0,38,58,2,96,1200,2,17.8,1008.5,16.3,0,ESE,0.4,Aotizhongxin
20197,2015,6,20,12,12,12,2,13,200,148,28,1007.7,13.1,0,SE,1.8,Aotizhongxin
